1	1634242007918	0.367	0.216	9.739	001
2	1634242007925	0.36	0.229	9.763	001
3	1634242007926	0.349	0.234	9.802	001
4	1634242007940	0.345	0.23	9.832	001
5	1634242007941	0.345	0.226	9.832	001
6	1634242007942	0.345	0.219	9.828	001
7	1634242007949	0.358	0.22	9.812	001
8	1634242007950	0.367	0.227	9.79	001
9	1634242007951	0.367	0.234	9.768	001
10	1634242007952	0.367	0.242	9.76	001
11	1634242007960	0.367	0.244	9.76	001
12	1634242007961	0.372	0.239	9.78	001
13	1634242007964	0.353	0.237	9.804	001
14	1634242007967	0.34	0.237	9.832	001
15	1634242007970	0.338	0.243	9.817	001
16	1634242007975	0.338	0.25	9.793	001
17	1634242007979	0.35	0.24	9.765	001
18	1634242007983	0.352	0.237	9.754	001
19	1634242007987	0.346	0.231	9.734	001
20	1634242008001	0.345	0.217	9.731	001
21	1634242008004	0.339	0.216	9.738	001
22	1634242008005	0.352	0.209	9.732	001
23	1634242008006	0.366	0.194	9.711	001
24	1634242008007	0.374	0.201	9.667	001
25	1634242008013	0.374	0.216	9.659	001
26	1634242008017	0.388	0.23	9.662	001
27	1634242008020	0.381	0.229	9.744	001
28	1634242008026	0.368	0.219	9.842	001
29	1634242008029	0.35	0.208	9.929	001
30	1634242008034	0.33	0.209	9.961	001
31	1634242008038	0.325	0.217	9.951	001
32	1634242008042	0.334	0.226	9.876	001
33	1634242008046	0.357	0.246	9.799	001
34	1634242008049	0.374	0.247	9.747	001
35	1634242008053	0.374	0.226	9.709	001
36	1634242008057	0.372	0.214	9.659	001
37	1634242008060	0.363	0.211	9.68	001
38	1634242008065	0.352	0.218	9.747	001
39	1634242008069	0.352	0.225	9.779	001
40	1634242008073	0.35	0.232	9.767	001
41	1634242008077	0.348	0.237	9.728	001
42	1634242008081	0.358	0.234	9.677	001
43	1634242008084	0.37	0.227	9.669	001
44	1634242008089	0.364	0.223	9.704	001
45	1634242008093	0.349	0.226	9.776	001
46	1634242008097	0.345	0.226	9.842	001
47	1634242008100	0.345	0.215	9.86	001
48	1634242008104	0.345	0.201	9.845	001
49	1634242008108	0.345	0.186	9.803	001
50	1634242008113	0.349	0.188	9.756	001
51	1634242008116	0.348	0.203	9.73	001
52	1634242008120	0.35	0.217	9.71	001
53	1634242008124	0.362	0.223	9.674	001
54	1634242008127	0.372	0.213	9.64	001
55	1634242008132	0.374	0.204	9.674	001
56	1634242008135	0.379	0.201	9.737	001
57	1634242008139	0.381	0.207	9.769	001
58	1634242008143	0.376	0.214	9.78	001
59	1634242008148	0.374	0.21	9.787	001
60	1634242008151	0.374	0.196	9.783	001
61	1634242008157	0.368	0.2	9.788	001
62	1634242008159	0.354	0.214	9.82	001
63	1634242008163	0.352	0.228	9.812	001
64	1634242008167	0.339	0.243	9.784	001
65	1634242008170	0.338	0.251	9.741	001
66	1634242008174	0.345	0.252	9.711	001
67	1634242008180	0.374	0.252	9.667	001
68	1634242008186	0.382	0.266	9.66	001
69	1634242008190	0.403	0.251	9.682	001
70	1634242008194	0.401	0.236	9.712	001
71	1634242008198	0.381	0.222	9.754	001
72	1634242008202	0.381	0.216	9.762	001
73	1634242008206	0.382	0.225	9.784	001
74	1634242008209	0.387	0.245	9.807	001
75	1634242008214	0.379	0.25	9.824	001
76	1634242008217	0.362	0.243	9.82	001
77	1634242008221	0.34	0.234	9.797	001
78	1634242008225	0.32	0.221	9.774	001
79	1634242008229	0.309	0.216	9.768	001
80	1634242008233	0.314	0.216	9.759	001
81	1634242008236	0.326	0.216	9.777	001
82	1634242008241	0.336	0.211	9.792	001
83	1634242008245	0.353	0.199	9.826	001
84	1634242008249	0.375	0.194	9.845	001
85	1634242008253	0.397	0.197	9.811	001
86	1634242008256	0.413	0.201	9.772	001
87	1634242008261	0.411	0.205	9.76	001
