"Tirada";"Interrupt";"t"
172;1;196
172;2;25092
172;3;44044
172;4;59740
172;5;74072
172;6;86604
172;7;98764
172;8;109460
172;9;121028
172;10;130444
172;11;140428
172;12;148940
173;1;284
173;2;29132
173;3;49312
173;4;65916
173;5;80744
173;6;93804
173;7;106252
173;8;117256
173;9;129024
173;10;139760
173;11;151384
173;12;161484
174;1;160
174;2;25892
174;3;45128
174;4;61048
174;5;75584
174;6;88236
174;7;100672
174;8;111404
174;9;123260
174;10;132644
174;11;142896
174;12;151460
175;1;160
175;2;26728
175;3;46108
175;4;62220
175;5;76656
175;6;89432
175;7;101772
175;8;112568
175;9;124288
175;10;133836
175;11;143828
175;12;152384
176;1;244
176;2;30272
176;3;51036
176;4;67792
176;5;83016
176;6;96072
176;7;108528
176;8;119528
176;9;131412
176;10;141052
176;11;151216
176;12;159984
177;1;164
177;2;25640
177;3;44888
177;4;60732
177;5;75328
177;6;87912
177;7;100216
177;8;110892
177;9;122644
177;10;132080
177;11;142208
177;12;150876
178;1;244
178;2;29052
178;3;49596
178;4;66088
178;5;80996
178;6;93940
178;7;106400
178;8;117308
178;9;129100
178;10;138768
178;11;148812
178;12;157400
179;1;236
179;2;33540
179;3;54756
179;4;68072
180;1;200
180;2;26868
180;3;46644
180;4;62744
180;5;77456
180;6;90136
180;7;102432
180;8;113228
180;9;124884
180;10;134360
180;11;144384
180;12;152972
181;1;280
181;2;28356
181;3;48600
181;4;64916
181;5;79816
181;6;92664
181;7;105220
181;8;116084
181;9;128028
181;10;137516
181;11;147820
181;12;156444
182;1;244
182;2;28028
182;3;48376
182;4;64680
182;5;79728
182;6;92440
182;7;105020
182;8;115824
182;9;127796
182;10;137248
182;11;147580
182;12;156100
183;1;164
183;2;26576
183;3;46036
183;4;62064
183;5;76676
183;6;89392
183;7;101768
183;8;112496
183;9;124320
183;10;133784
183;11;143996
183;12;152508
184;1;280
184;2;32332
184;3;54036
184;4;71052
184;5;86744
184;6;99844
184;7;112620
184;8;123592
184;9;135956
184;10;145816
184;11;156460
184;12;165244
185;1;160
185;2;24884
185;3;43672
185;4;59352
185;5;73704
185;6;86248
185;7;98420
185;8;109072
185;9;120692
185;10;130132
185;11;140276
185;12;149000
186;1;160
186;2;25724
186;3;44940
186;4;60780
186;5;75240
186;6;87848
186;7;100100
186;8;110784
186;9;122448
186;10;131908
186;11;141864
186;12;150344
187;1;280
187;2;760
187;3;9200
187;4;21332
187;5;31904
187;6;43380
187;7;52652
187;8;62808
187;9;71220
188;1;120
188;2;21612
188;3;38840
188;4;53548
188;5;67208
188;6;79224
188;7;91188
188;8;101492
188;9;112980
188;10;122116
188;11;132048
188;12;140380
189;1;284
189;2;35688
189;3;58084
189;4;75504
189;5;91260
189;6;104524
189;7;117504
189;8;128580
189;9;140848
189;10;150520
189;11;161028
189;12;169692
190;1;276
190;2;28096
190;3;48236
190;4;64560
190;5;79248
190;6;92052
190;7;104652
190;8;115508
190;9;127368
190;10;136836
190;11;147104
190;12;155696
191;1;200
191;2;28476
191;3;48432
191;4;64868
191;5;79476
191;6;92420
191;7;105036
191;8;115944
191;9;127816
191;10;137320
191;11;147648
191;12;156212
192;1;232
192;2;28356
192;3;48492
192;4;64836
192;5;79588
192;6;92444
192;7;105100
192;8;115956
192;9;127892
192;10;137468
192;11;147700
192;12;156272
193;1;196
193;2;28464
193;3;48524
193;4;65004
193;5;79864
193;6;92800
193;7;105296
193;8;116216
193;9;128156
193;10;137732
193;11;148000
193;12;156708
194;1;160
194;2;23212
194;3;41460
194;4;56652
194;5;70908
194;6;83164
194;7;95196
194;8;105676
194;9;117272
194;10;126556
194;11;136768
194;12;145300
195;1;120
195;2;24052
195;3;42348
195;4;57824
195;5;71896
195;6;84312
195;7;96528
195;8;107080
195;9;118764
195;10;128088
195;11;138192
195;12;146596
196;1;156
196;2;25984
196;3;45292
196;4;61200
196;5;75664
196;6;88304
196;7;100612
196;8;111364
196;9;122996
196;10;132552
196;11;142496
196;12;151032
197;1;160
197;2;27964
197;3;47596
197;4;64020
197;5;78672
197;6;91644
197;7;104140
197;8;115084
197;9;126984
197;10;136572
197;11;146844
197;12;155704
198;1;196
198;2;28816
198;3;48748
198;4;65320
198;5;79840
198;6;92864
198;7;105352
198;8;116364
198;9;128064
198;10;137672
198;11;147816
198;12;156452
199;1;160
199;2;24400
199;3;43004
199;4;58604
199;5;72948
199;6;85440
199;7;97500
199;8;108164
199;9;119756
199;10;129312
199;11;139656
199;12;148444
200;1;192
200;2;26704
200;3;46192
200;4;62324
200;5;76732
200;6;89444
200;7;101800
200;8;112592
200;9;124240
200;10;133680
200;11;143748
200;12;152304
